acid,SCN3.492579,SCN3code.492579
PI567404C,4,3.3
PI567406B,4,3
PI567445C,4,3.3
PI567447D,4,3
PI567290B,4,3
PI567299B,4,3.3
PI567336C,4,2.7
PI567350A,4,3
PI567374,5,3.7
PI567650B,5,4
PI567664,5,4
PI567315,5,3.7
PI567464,5,4
PI567588B,5,4
PI567351B,5,4
PI567325A,5,3.7
PI567321A,5,4
PI567627C,5,4
PI567610B,5,4
PI567635,5,4
PI567379A,5,4
PI567356,5,3.7
PI567550,5,4
PI567597A,5,4
PI567558,5,4
PI567590A,5,4
PI567617B,5,3.7
PI567642A,5,4
PI567570,5,3.7
PI567574A,5,3.7
PI567534,5,4
PI567607A,5,4
PI567544,5,3.7
PI567606,5,4
PI567539,5,4
PI567535A,5,3.7
PI567546,5,4
PI567559,5,4
PI567585B,5,4
PI567609,5,4
PI567319A,5,4
PI567535B,5,3.7
PI567541C,5,3.7
PI567563B,5,3.7
PI567611,5,3.7
PI567602D,5,4
PI567389A,5,4
PI567541B,5,4
PI567542,5,4
PI567644,5,4
PI567563A,5,4
PI567457,5,4
PI567452,5,3.7
PI567453,5,4
PI567642C,5,3.7
PI567654,5,3.7
PI567450,5,3.7
PI567473D,5,3.7
PI567477,5,4
PI567645A,5,3.7
PI567456,5,4
PI567562B,5,3.7
PI567627A,5,3.7
PI567628B,5,3.7
PI567638,5,4
PI567293,5,3.7
PI567608,5,4
PI567496,5,4
PI567529,5,3.7
PI567621B,5,3.7
PI567445A,5,3.7
PI567632B,5,3.7
PI567627B,5,3.7
PI567651,5,3.7
PI567674,5,4
PI567652,5,3.7
PI567641,5,4
PI567583A,5,4
PI567614B,5,4
PI567616,5,3.7
PI567612,5,3.7
PI567665,5,3.7
PI567560,5,4
PI567387,5,3.7
PI567647B,5,3.7
PI567650A,5,3.7
PI567442,5,3.7
PI567381A,5,4
PI567524,5,4
PI567425B,5,4
PI567504,5,3.7
PI567505,5,3.7
PI567503,5,4
PI567522A,5,4
PI567661B,5,4
PI567313,5,3.7
PI567487,5,4
PI567554A,5,4
PI567300A,5,3.7
PI567474,5,4
PI567481,5,3.7
PI567561,5,4
PI567404A,5,3.7
PI567473A,5,4
PI567476,5,3.7
PI567461,5,3.7
PI567489B,5,3.7
PI567556,5,3.7
PI567373A,5,4
PI567303A,5,4
PI567429C,5,4
PI567419A,5,3.7
PI567426,5,4
PI567434,5,4
PI567460,5,4
PI567552,5,4
PI567479,5,4
PI567297,5,4
PI567307,5,3.7
PI567311A,5,4
PI567311B,5,4
PI567317,5,4
PI567362A,5,3.7
PI567440,5,3.7
PI567446,5,3.7
PI567454,5,3.7
PI567501,5,3.7
PI567512A,5,4
PI567525,5,4
PI567605,5,4
PI567620B,5,4
PI567661A,5,4
PI567296C,5,4
PI567581,5,3.7
PI567422,5,4
PI567475,5,4
PI567507A,5,3.7
PI567515,5,4
PI567543C,5,4
PI567465,5,3.7
PI567516A,5,4
PI567518,5,4
PI567576,5,4
PI567375A,5,4
PI567614D,5,4
PI567510A,5,4
PI567667B,5,3.5
PI567361,5,4
PI567375B,5,4
PI567596,5,3.7
PI567653,5,3.7
PI567668,5,3.7
PI567583C,5,4
PI567421,5,4
PI567512B,5,4
PI567354,5,4
PI567360,5,4
PI567445B,5,3.7
PI567486B,5,4
PI567419B,5,4
PI567420,5,4
PI567423,5,4
PI567425A,5,4
PI567429A,5,3.7
PI567468,5,4
PI567482A,5,4
PI567482B,5,3.7
PI567485,5,4
PI567500,5,3.7
PI567417C,5,4
PI567418B,5,4
PI567512C,5,4
PI567551,5,4
PI567575,5,4
PI567582A,5,3.7
PI567585A,5,4
PI567586A,5,4
PI567587B,5,3.7
PI567588A,5,3.7
PI567598A,5,4
PI567602C,5,4
PI567639,5,4
PI567663,5,3.7
PI567672,5,4
PI567618B,5,3.7
PI567583B,5,4
PI567614C,5,3.7
PI567486A,5,3.7
PI567291,5,4
PI567296B,5,4
PI567302,5,3.7
PI567306B,5,4
PI567318,5,3.7
PI567319B,5,4
PI567359,5,4
PI567427,5,4
PI567432C,5,3.7
PI567436,5,3.7
PI567467,5,3.7
PI567510B,5,3.7
PI567511,5,3.7
PI567366B,5,3.7
PI567514A,5,4
PI567514B,5,4
PI567516B,5,4
PI567519,5,4
PI567520B,5,4
PI567522B,5,4
PI567543A,5,3.7
PI567554B,5,4
PI567557,5,3.7
PI567578A,5,4
PI567582B,5,4
PI567595A,5,3.7
PI567601,5,4
PI567602A,5,4
PI567622,5,4
PI567632A,5,3.7
PI567655,5,4
PI567658,5,4
PI567662,5,3.7
PI567306A,5,3.7
PI567348,5,3.7
PI567352A,5,3.7
PI567352B,5,3.7
PI567353,5,4
PI567428,5,4
PI567396A,5,3.7
PI567545,5,3.7
PI567362B,5,3.7
PI567369A,5,4
PI567463,5,4
PI567506,5,3.7
PI567395,5,4
PI567617A,5,4
PI567444,5,4
PI567363A,5,4
PI567443,5,3.7
PI567458,5,4
PI567357,5,3.7
PI567416,5,4
PI567447A,5,3.7
PI567466A,5,3.7
PI567396B,5,4
PI567648C,5,3.7
PI567415A,5,4
PI567673B,5,4
PI567369B,5,3.7
PI567573A,5,4
PI567574B,5,3.7
PI567648B,5,4
PI567578B,5,4
PI567603B,5,3.7
PI567580B,5,4
PI567435A,5,4
PI567499,5,3.7
PI567469A,5,3.7
PI567358,5,3.7
PI567473C,5,4
PI567659,5,3.7
PI567470,5,4
PI567489A,5,4
PI567424A,5,4
PI567540A,5,3.7
PI567549A,5,4
PI567584,5,4
PI567538B,5,4
PI567598B,5,3.7
PI567628A,5,3.7
PI567673A,5,4
PI567520A,5,3.7
PI567667A,5,3.7
PI567618A,5,4
PI567547,5,4
PI567526,5,4
PI567586B,5,3.7
PI567592,5,3.7
PI567610A,5,4
PI567541A,5,3.7
PI567418A,5,4
PI567431,5,4
PI567469B,5,4
PI567478,5,4
PI567484,5,4
PI567597B,5,3.7
PI567599,5,4
PI567600,5,3.7
PI567602B,5,3.7
PI567640,5,3.7
PI567642B,5,3.7
PI567671C,5,3.7
PI567549B,5,3.7
PI567630B,5,4
PI567509,5,4
PI567532,5,3.7
PI567537,5,4
PI567538A,5,4
PI567567,5,3.7
PI567569,5,4
PI567579,5,3.7
PI567607B,5,4
PI567630A,5,3.7
PI567643,5,3.7
PI567646A,5,4
PI567647A,5,4
PI567656,5,3.7
PI567594B,5,4
PI567371B,5,4
PI567646B,5,4
PI567418C,5,4
PI567589,5,4
PI567435B,5,4
PI567587A,5,4
PI567372B,5,3.7
PI567528A,5,3.7
PI567621A,5,4
PI567553,5,4
PI567417A,5,3.7
PI567409A,5,3.7
PI567397,5,3.5
PI567376A,5,3.7
PI567390,5,3.7
PI567648A,5,3.7
PI567349A,5,4
PI567339,5,4
PI567455,5,4
PI567389B,5,3.7
PI567394A,5,4
PI567657,5,4
PI567300B,5,3.7
PI567309,5,4
PI567310A,5,3.7
PI567316A,5,4
PI567320,5,4
PI567439,5,4
PI567314,5,3.7
PI567329,5,3.7
PI567399,5,4
PI567521,5,4
PI567292,5,3.7
PI567340,5,3.7
PI567392,5,4
PI567401,5,4
PI567400,5,3.7
PI567625,5,3.7
PI567334,5,3.7
PI567517,5,4
PI567377A,5,3.7
PI567634,5,3.7
PI567373B,5,3.7
PI567308,5,4
PI567459,5,4
PI567466B,5,4
PI567380,5,3.7
PI567382C,5,4
PI567384,5,4
PI567412,5,3.7
PI567417B,5,3.7
PI567629A,5,3.7
PI567629B,5,4
PI567667C,5,4
PI567619,5,4
PI567299A,5,4
PI567316B,5,3.7
PI567321B,5,4
PI567343,5,3.7
PI567355B,5,4
PI567322,5,4
PI567375C,5,4
PI567375D,5,3.7
PI567376B,5,4
PI567379B,5,4
PI567381B,5,3.7
PI567394B,5,4
PI567394C,5,3.7
PI567396D,5,4
PI567404B,5,4
PI567407,5,4
PI567413,5,3.7
PI567613,5,3.5
PI567507E,5,4
PI567346,5,3.7
PI567332,5,3.5
PI567352C,5,4
PI567386,5,3.5
PI567289B,5,3.7
PI567288A,5,4
PI567289A,5,3.7
PI567287,5,4
PI567288B,5,4
PI518671,5,3.6
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
PI423748B,,
PI399066,,
PI548573,,
PI54615-1,,
PI71506,,
PI59849,,
PI88310,,
PI85625,,
PI88777,,
PI71850-1,,
PI85519,,
PI88823,,
FC19979-1,,
FC19979-4,,
PI548657,,
PI548654,,
PI548469,,
PI54610,,
PI548488,,
PI506595A,,
PI548301,,
PI548414,,
PI393535,,
PI458132,,
PI603753B,,
PI603746,,
PI606749,,
PI417195,,
PI548348,,
PI548587,,
PI543795,,
PI548974,,
PI243518,,
PI437886B,,
PI458144,,
PI398720,,
PI423813,,
PI423816,,
PI417482,,
PI458095,,
PI82278,,
PI243530,,
PI171450,,
PI407655B,,
PI408109A,,
PI408235,,
PI424216,,
PI408273,,
PI423721,,
PI424281A,,
PI437563,,
PI416748,,
PI423936,,
PI423940,,
PI423739,,
PI423740,,
PI458021,,
PI520733,,
PI518711,,
PI508296B,,
PI507082A,,
PI507221,,
PI507531,,
PI548545,,
PI567280,,
PI578505,,
PI603690,,
PI603706A,,
PI548169,,
PI567701,,
PI567765D,,
PI548655,,
PI607385,,
PI273483D,,
PI378682B,,
PI360845,,
PI340035,,
PI340046,,
PI273483C,,
PI340037,,
PI339981,,
PI340034,,
PI361103,,
PI304218,,
PI274212,,
PI339864A,,
PI339868D,,
PI360841,,
PI342004,,
PI291309D,,
PI273483F,,
PI360844,,
PI291327,,
PI360846,,
PI339995,,
PI340049,,
PI291310B,,
PI360836,,
PI273483B,,
PI274209,,
PI281850,,
PI274455,,
PI360842,,
PI588050A,,
PI588052A,,
PI588052B,,
PI548528,,
PI548561,,
PI342005,,
PI297536,,
PI361116,,
PI342436,,
PI360959,,
PI360848,,
PI360838,,
PI407861C,,
PI408017,,
PI424450,,
PI417229,,
PI424342B,,
PI408210,,
PI408319A,,
PI393537,,
PI407781A,,
PI398295,,
PI424234B,,
PI398440,,
PI398694,,
PI424479,,
PI424487B,,
PI398946,,
PI424238,,
PI424499C,,
PI424549B,,
PI424430,,
PI424499A,,
PI398249,,
PI408225A,,
PI398697,,
PI404159,,
PI398680,,
PI398944,,
PI407806A,,
PI398565,,
PI398959,,
PI398298,,
PI407934,,
PI407772B,,
PI407781B,,
PI408169A,,
PI424135,,
PI424529,,
PI424559,,
PI424615,,
PI398664,,
PI424237A,,
PI424247B,,
PI398940,,
PI424348C,,
PI407778A,,
PI378682C,,
PI417137,,
PI399008,,
PI399080,,
PI423837A,,
PI424354,,
PI424406A,,
PI424409,,
PI424414,,
PI424477,,
PI398371,,
PI398674,,
PI398880,,
PI399015,,
PI399017,,
PI399079,,
PI424320,,
PI399004,,
PI423858,,
PI424355,,
PI424413,,
PI398764,,
PI398775,,
PI398791,,
PI398996,,
PI399036,,
PI399073,,
PI423741,,
PI424247A,,
PI424249C,,
PI398306,,
PI408015,,
PI408020C,,
PI408029,,
PI408124C,,
PI408125A,,
PI408132,,
PI408196B,,
PI408224B,,
PI408260B,,
PI408319B,,
PI408319C,,
PI423850,,
PI407812,,
PI407823,,
PI407847,,
PI407960B,,
PI408124A,,
PI408137A,,
PI408211B,,
PI408287,,
PI399022,,
PI407985,,
PI424169A,,
PI424509,,
PI424531,,
PI424555B,,
PI424159A,,
PI424533,,
PI424549A,,
PI398540,,
PI424525,,
PI423885,,
PI274456,,
PI423910,,
PI398773,,
PI393538,,
PI393540,,
PI416840,,
PI423871,,
PI398643,,
PI398693,,
PI398223,,
PI398666,,
PI407900,,
PI408062,,
PI408288,,
PI408111,,
PI407974B,,
PI408097,,
PI398275,,
PI398276,,
PI424358,,
PI417412,,
PI398495,,
PI398299,,
PI424569B,,
PI408074B,,
PI408004-1,,
PI274421,,
PI399077,,
PI407959A,,
PI407869A,,
PI408020A,,
PI408108,,
PI424171B,,
PI399006,,
PI378682A,,
PI408068B,,
PI567780B,,
PI424540,,
PI417005,,
PI567691,,
PI567750,,
PI567773,,
PI567781,,
PI407817,,
PI423827A,,
PI408074A,,
PI408016B,,
PI416918,,
PI416983,,
PI408140B,,
PI408079A,,
PI567683A,,
PI407998C,,
PI408124B,,
PI407783,,
PI407778C,,
PI424506,,
PI423975,,
PI398985,,
PI424561,,
PI398930,,
PI407805D,,
PI408138A,,
PI424175,,
PI424567,,
PI398636,,
PI417380,,
PI393541A,,
PI398717,,
PI423808B,,
PI398621,,
PI398867,,
PI424305,,
PI399119,,
PI404169B,,
PI407776,,
PI408020B,,
PI408275,,
PI408281A,,
PI407658B,,
PI407833A,,
PI408135B,,
PI427088E,,
PI424523B,,
PI424143,,
PI424535B,,
PI424614,,
PI398748,,
PI407821A,,
PI417233,,
PI398248,,
PI398282,,
PI398747,,
PI408019C,,
PI408032B,,
PI408187,,
PI408036,,
PI398494,,
PI398311,,
PI424222A,,
PI423792,,
PI424276,,
PI398305,,
PI398868,,
PI424389,,
PI424396,,
PI424405C,,
PI398191,,
PI398198,,
PI398857,,
PI398953,,
PI399016,,
PI398572,,
PI398772,,
PI398710,,
PI398776,,
PI404182,,
PI405690,,
PI407861B,,
PI407892C,,
PI407996,,
PI407998A,,
PI408014,,
PI408067A,,
PI408074C,,
PI408095B,,
PI408134A,,
PI408221A,,
PI408316,,
PI408320,,
PI408329,,
PI408335A,,
PI408105A,,
PI340017,,
PI398854,,
PI407805A,,
PI407827,,
PI407907B,,
PI407973A,,
PI408110A,,
PI408200A,,
PI415074,,
PI427088G,,
PI427088I,,
PI408166B,,
PI424172A,,
PI424188A,,
PI424530,,
PI424555A,,
PI424160,,
PI424575,,
PI393541B,,
PI398667,,
PI398803,,
PI408281B,,
PI424179B,,
PI427088H,,
PI398204,,
PI398765,,
PI417186,,
PI416830,,
PI417400,,
PI417414B,,
PI398955,,
PI407926A,,
PI407914D,,
PI408333,,
PI407788A,,
PI407939A,,
PI567675,,
PI567728,,
PI567681,,
PI567774A,,
PI567769,,
PI567774B,,
PI408272B,,
PI398741,,
PI417424,,
PI407988B,,
PI423747A,,
PI417173,,
PI424495,,
PI407795B,,
PI399001,,
PI424278B,,
PI399018,,
PI407959B,,
PI408272C,,
PI407773B,,
PI407848,,
PI398970,,
PI417367,,
PI408016A,,
PI407770,,
PI424522,,
PI423789,,
PI424498,,
PI407818B,,
PI407906,,
PI407913A,,
PI408124D,,
PI408169B,,
PI408289,,
PI407772A,,
PI407877B,,
PI407960A,,
PI408138C,,
PI408211A,,
PI408224A,,
PI408280,,
PI408292,,
PI407877A,,
PI408255A,,
PI408076B,,
PI408222C,,
PI424154B,,
PI424171A,,
PI398805,,
PI407913B,,
PI424527,,
PI423974,,
PI423987B,,
PI399019,,
PI423893,,
PI416868B,,
PI416892,,
PI416997,,
PI417022,,
PI417480,,
PI407924,,
PI407975A,,
PI407977,,
PI424159C,,
PI567692,,
PI416841,,
PI567684B,,
PI398609,,
PI408092A,,
PI423951,,
PI417368,,
PI423877,,
PI417255,,
PI417176,,
PI398752,,
PI417015,,
PI567684A,,
PI567771A,,
PI567694,,
PI567702A,,
PI567723,,
PI567711A,,
PI567716B,,
PI398395,,
PI398386,,
PI399051,,
PI407659A,,
PI407721,,
PI407832A,,
PI424607,,
PI398987,,
PI423939,,
PI416889,,
PI424397,,
PI407845B,,
PI424504B,,
PI416965,,
PI416987,,
PI423811,,
PI416856,,
PI423818,,
PI398755,,
PI423836,,
PI424250B,,
PI398389,,
PI398631,,
PI424412,,
PI424468,,
PI424234A,,
PI424444B,,
PI398887,,
PI423833A,,
PI408196A,,
PI408197A,,
PI407832B,,
PI427088F,,
PI427107B,,
PI408311-1,,
PI424149,,
PI424151,,
PI424169B,,
PI424517B,,
PI424542,,
PI424152,,
PI407659B,,
PI423902,,
PI417032,,
PI416791,,
PI416875,,
PI416916,,
PI416920,,
PI417050,,
PI417101,,
PI417152,,
PI417160,,
PI417161,,
PI417175,,
PI417177,,
PI417185,,
PI417303,,
PI417315,,
PI417354,,
PI417355B,,
PI408064,,
PI416769A,,
PI417207,,
PI416869,,
PI416914,,
PI416968,,
PI416984,,
PI417180,,
PI417202,,
PI417254,,
PI417283,,
PI417479,,
PI398451,,
PI398312,,
PI417336,,
PI398317,,
PI398975,,
PI407773A,,
PI404183,,
PI408201B,,
PI398706,,
PI416898,,
PI424294B,,
PI407720,,
PI407908,,
PI424400,,
PI407788B,,
PI408092B,,
PI424254,,
PI404185,,
PI567686,,
PI567717B,,
PI424298,,
PI407658A,,
PI407727,,
PI416823,,
PI407952B,,
PI408231,,
PI424610,,
PI417244,,
PI391581A,,
PI424367,,
PI423948B,,
PI424344,,
PI417020,,
PI417417,,
PI423881,,
PI423842,,
PI407862,,
PI407952A,,
PI408105B,,
PI408258,,
PI424458,,
PI424317,,
PI398982,,
PI399027,,
PI407907A,,
PI407820,,
PI407867B,,
PI407927B,,
PI408055B,,
PI408245,,
PI408310B,,
PI423799B,,
PI407897,,
PI407922,,
PI407949,,
PI408169D,,
PI408236,,
PI424078,,
PI427105B,,
PI427107A,,
PI407883,,
PI408020D,,
PI408055C,,
PI408170,,
PI408186B,,
PI408229C,,
PI424150,,
PI424294A,,
PI424499D,,
PI424503,,
PI424557,,
PI424582,,
PI424583,,
PI424592,,
PI424505,,
PI424597,,
PI398808,,
PI398813,,
PI398820,,
PI399020,,
PI407658C,,
PI408295A,,
PI408300,,
PI423933,,
PI416835,,
PI416953,,
PI417142,,
PI416839,,
PI416959,,
PI417004,,
PI417092,,
PI398815,,
PI407719,,
PI398640,,
PI417245,,
PI567717C,,
PI567714,,
PI103091,,
PI567702B,,
PI567720B,,
PI567729,,
PI567709,,
PI567711B,,
PI567715,,
PI567712,,
PI567697,,
PI567762A,,
PI567721,,
PI567690,,
PI567689,,
PI567710,,
PI567765B,,
PI274423,,
PI407917,,
PI567758,,
PI424569A,,
PI398988,,
PI424558A,,
PI404163,,
PI424452,,
PI424158,,
PI423929,,
PI424538,,
PI424345,,
PI424342A,,
PI408265A,,
PI408068A,,
PI408095A,,
PI408255B,,
PI408307A,,
PI398875,,
PI408307C,,
PI424523A,,
PI424546B,,
PI424547,,
PI424552,,
PI398273,,
PI424600,,
PI398215,,
PI408293-1,,
PI416954,,
PI417062,,
PI417324B,,
PI398380,,
PI423889,,
PI416904B,,
PI424544,,
PI404186,,
PI408057,,
PI424154A,,
PI416862,,
PI407986A,,
PI416929,,
PI567725,,
PI567703,,
PI424348B,,
PI398681,,
PI567704,,
PI417135A,,
PI407946-2,,
PI567698B,,
PI567706B,,
PI567731,,
PI567707,,
PI567733,,
PI567713C,,
PI407778B,,
PI407861A,,
PI398321,,
PI408203B,,
PI417079,,
PI417520,,
PI407786A,,
PI408048A,,
PI408306,,
PI424512,,
PI416967,,
PI398737,,
PI407818A,,
PI408140A,,
PI408277,,
PI424568,,
PI427088D,,
PI427105A,,
PI424181,,
PI424554,,
PI416952,,
PI417138,,
PI417455,,
PI407805C,,
PI567696A,,
PI567762C,,
PI567754,,
PI567762B,,
PI408199,,
PI424444A,,
PI424264,,
PI423890B,,
PI424604,,
PI408173,,
PI407981A,,
PI424608A,,
PI423826B,,
PI424214C,,
PI424429,,
PI407914A,,
PI408019B,,
PI408048B,,
PI424612,,
PI423983,,
PI379560,,
PI416773,,
PI416857,,
PI417003,,
PI398242,,
PI398243,,
PI398272,,
PI417189,,
PI417071,,
PI424596,,
PI398935,,
PI408209C,,
PI398359,,
PI417042,,
PI424420,,
PI274205,,
PI408090,,
PI417162,,
PI407981B,,
PI423790,,
PI408131B,,
PI424219A,,
PI424352,,
PI423848,,
PI423930A,,
PI567696B,,
PI423756B,,
PI424155B,,
PI424297,,
PI424366,,
PI398847,,
PI417246,,
PI423890A,,
PI424239,,
PI416988,,
PI567688B,,
PI567755B,,
PI567713A,,
PI567713E,,
PI567713D,,
PI424338,,
PI398941,,
PI424316,,
PI399023,,
PI424285A,,
PI424285C,,
PI398830,,
PI424570,,
PI407863,,
PI424024,,
PI424605A,,
PI424255C,,
PI423979,,
PI398656,,
PI416913,,
PI417033B,,
PI417459,,
PI407914C,,
PI407918B,,
PI408227,,
PI407979,,
PI423808A,,
PI424349B,,
PI424349C,,
PI408194,,
PI408216B,,
PI408269A,,
PI408318A,,
PI424292,,
PI417082,,
PI416866,,
PI417355A,,
PI416958,,
PI423814A,,
PI398841,,
PI398227,,
PI398230,,
PI398297,,
PI398702,,
PI398763,,
PI423734,,
PI424214A,,
PI424244,,
PI398206,,
PI398245,,
PI398250,,
PI398375,,
PI423788,,
PI423802,,
PI424489A,,
PI424489B,,
PI398225,,
PI399092,,
PI423784,,
PI424249D,,
PI398884,,
PI408050A,,
PI398919,,
PI407904,,
PI407918A,,
PI408114,,
PI408198,,
PI408201A,,
PI408335B,,
PI424426,,
PI407796,,
PI408076A,,
PI408172,,
PI408310A,,
PI427106,,
PI408021,,
PI408230,,
PI424140,,
PI424566,,
PI424579,,
PI424617,,
PI408050B,,
PI420338,,
PI424517A,,
PI424524,,
PI424535A,,
PI408295B,,
PI408296A,,
PI408312A,,
PI424155A,,
PI424587,,
PI423870,,
PI423896,,
PI423941,,
PI423946,,
PI423932,,
PI417230,,
PI379556,,
PI416784,,
PI416863,,
PI416896,,
PI416991,,
PI416993,,
PI417010,,
PI417087,,
PI417151,,
PI417178,,
PI417191,,
PI417218,,
PI417274,,
PI417364,,
PI417485,,
PI417487,,
PI416779,,
PI416801,,
PI416859,,
PI416864,,
PI416872,,
PI416950,,
PI417102A,,
PI417102B,,
PI417371,,
PI417431,,
PI408269B,,
PI416769C,,
PI416829,,
PI416992,,
PI417001,,
PI417002,,
PI417035,,
PI417056,,
PI417070,,
PI417198,,
PI417200,,
PI417231,,
PI417279,,
PI417298,,
PI417488,,
PI424580,,
PI417328,,
PI417192,,
PI398251,,
PI398244,,
PI407981C,,
PI424504A,,
PI398804,,
PI407873,,
PI407933,,
PI407895,,
PI408298B,,
PI407845A,,
PI567767A,,
PI567737,,
PI424539,,
PI567771E,,
PI567746,,
PI567751A,,
PI567775B,,
PI398303,,
PI567771B,,
PI567738A,,
PI407653,,
PI423791,,
PI424541,,
PI424613,,
PI567676A,,
PI567706A,,
PI567676B,,
PI567679A,,
PI567677,,
PI567734,,
PI567735,,
PI567739A,,
PI567770A,,
PI567739B,,
PI567687,,
PI567732,,
PI567740,,
PI567744A,,
PI567753C,,
PI567775A,,
PI567743,,
PI567753B,,
PI567738B,,
PI567755A,,
PI567745,,
PI567760,,
PI567771D,,
PI567776,,
PI424573,,
PI567748,,
PI424574,,
PI424608B,,
PI408010-1,,
PI404197,,
PI407806B,,
PI427088C,,
PI408181A,,
PI424164A,,
PI424168A,,
PI424159B,,
PI427088J,,
PI398355,,
PI398551,,
PI398700,,
PI398814,,
PI424572,,
PI399028,,
PI407937-1,,
PI398464,,
PI407991,,
PI407988A,,
PI424257B,,
PI424518,,
PI424548,,
PI417140,,
PI408075,,
PI407966B,,
PI408103,,
PI408222B,,
PI408302,,
PI424293,,
PI424545,,
PI408089,,
PI424513,,
PI398214,,
PI407850,,
PI407711A,,
PI407926B,,
PI408052A,,
PI417526,,
PI406708,,
PI408338,,
PI424219B,,
PI407928,,
PI407892A,,
PI408055A,,
PI408214,,
PI408226A,,
PI424134,,
PI407947,,
PI407976A,,
PI407976B,,
PI407992,,
PI408008,,
PI408058,,
PI408119,,
PI408138D,,
PI408178,,
PI408181D,,
PI408184A,,
PI408189,,
PI408212B,,
PI408221B,,
PI408225B,,
PI408259A,,
PI408265B,,
PI424153,,
PI424156A,,
PI424162,,
PI424165,,
PI424167,,
PI424173,,
PI424177,,
PI424179A,,
PI424180,,
PI424184,,
PI424188B,,
PI424499B,,
PI424521A,,
PI424532,,
PI424536,,
PI424537,,
PI424543,,
PI424556,,
PI424571,,
PI424581,,
PI424584,,
PI424588,,
PI424590A,,
PI424590B,,
PI424599,,
PI424500,,
PI424511,,
PI424519,,
PI424520,,
PI424528,,
PI424546A,,
PI424609,,
PI424611A,,
PI424611B,,
PI398806,,
PI398807,,
PI398816,,
PI399035,,
PI404188B,,
PI407872C,,
PI408294A,,
PI408298A,,
PI408299,,
PI408301,,
PI419043,,
PI427107C,,
PI416753,,
PI417154,,
PI417393,,
PI407867A,,
PI417086B,,
PI408334,,
PI424189,,
PI424516,,
PI342438,,
